PopID,Block,Treatment,Year,Date,Month,Time,Data.Temp
C10,3,High Humidity,Year 2,2/27/21,Feb,12:01,11.5
L01,7,High Humidity,Year 2,2/27/21,Feb,15:01,10.5
A04,1,High Humidity,Year 2,2/27/21,Feb,16:01,11
C10,3,High Humidity,Year 2,2/27/21,Feb,16:01,11
L01,7,High Humidity,Year 2,2/27/21,Feb,19:01,10.5
A04,1,High Humidity,Year 2,2/27/21,Feb,20:01,9
C10,3,High Humidity,Year 2,2/27/21,Feb,20:01,9.5
L01,7,High Humidity,Year 2,2/27/21,Feb,23:01,9
A09,3,Native Soil,Year 2,2/27/21,Feb,0:01,6.5
A09,3,Native Soil,Year 2,2/27/21,Feb,4:01,6
A09,3,Native Soil,Year 2,2/27/21,Feb,8:01,9
A09,3,Native Soil,Year 2,2/27/21,Feb,12:01,12
A09,3,Native Soil,Year 2,2/27/21,Feb,16:01,10.5
A09,3,Native Soil,Year 2,2/27/21,Feb,20:01,8.5
A00,1,Litter,Year 2,2/27/21,Feb,0:01,7
B13,3,Litter,Year 2,2/27/21,Feb,0:01,7
K06,7,Litter,Year 2,2/27/21,Feb,0:01,7
A00,1,Litter,Year 2,2/27/21,Feb,4:01,6.5
B13,3,Litter,Year 2,2/27/21,Feb,4:01,7
K06,7,Litter,Year 2,2/27/21,Feb,4:01,6.5
A00,1,Litter,Year 2,2/27/21,Feb,8:01,8.5
B13,3,Litter,Year 2,2/27/21,Feb,8:01,8
K06,7,Litter,Year 2,2/27/21,Feb,8:01,8
A00,1,Litter,Year 2,2/27/21,Feb,12:01,11.5
B13,3,Litter,Year 2,2/27/21,Feb,12:01,11.5
K06,7,Litter,Year 2,2/27/21,Feb,12:01,11
A00,1,Litter,Year 2,2/27/21,Feb,16:01,10
B13,3,Litter,Year 2,2/27/21,Feb,16:01,10.5
K06,7,Litter,Year 2,2/27/21,Feb,16:01,10.5
A00,1,Litter,Year 2,2/27/21,Feb,20:01,8.5
B13,3,Litter,Year 2,2/27/21,Feb,20:01,9
K06,7,Litter,Year 2,2/27/21,Feb,20:01,8.5
B01,1,Control,Year 2,2/28/21,Feb,0:01,9
G05,5,Control,Year 2,2/28/21,Feb,0:01,9
B01,1,Control,Year 2,2/28/21,Feb,4:01,9
G05,5,Control,Year 2,2/28/21,Feb,4:01,8.5
B01,1,Control,Year 2,2/28/21,Feb,8:01,11
G05,5,Control,Year 2,2/28/21,Feb,8:01,11
B01,1,Control,Year 2,2/28/21,Feb,12:01,15.5
G05,5,Control,Year 2,2/28/21,Feb,12:01,16
B01,1,Control,Year 2,2/28/21,Feb,16:01,13.5
G05,5,Control,Year 2,2/28/21,Feb,16:01,14
B01,1,Control,Year 2,2/28/21,Feb,20:01,12.5
G05,5,Control,Year 2,2/28/21,Feb,20:01,13
A04,1,High Humidity,Year 2,2/28/21,Feb,0:01,8.5
C10,3,High Humidity,Year 2,2/28/21,Feb,0:01,9.5
L01,7,High Humidity,Year 2,2/28/21,Feb,3:01,8.5
A04,1,High Humidity,Year 2,2/28/21,Feb,4:01,8.5
C10,3,High Humidity,Year 2,2/28/21,Feb,4:01,9.5
L01,7,High Humidity,Year 2,2/28/21,Feb,7:01,8.5
A04,1,High Humidity,Year 2,2/28/21,Feb,8:01,11
C10,3,High Humidity,Year 2,2/28/21,Feb,8:01,10.5
L01,7,High Humidity,Year 2,2/28/21,Feb,11:01,9.5
A04,1,High Humidity,Year 2,2/28/21,Feb,12:01,16.5
C10,3,High Humidity,Year 2,2/28/21,Feb,12:01,14.5
L01,7,High Humidity,Year 2,2/28/21,Feb,15:01,13
A04,1,High Humidity,Year 2,2/28/21,Feb,16:01,14.5
C10,3,High Humidity,Year 2,2/28/21,Feb,16:01,14.5
L01,7,High Humidity,Year 2,2/28/21,Feb,19:01,13
A04,1,High Humidity,Year 2,2/28/21,Feb,20:01,12.5
C10,3,High Humidity,Year 2,2/28/21,Feb,20:01,13
L01,7,High Humidity,Year 2,2/28/21,Feb,23:01,12
A09,3,Native Soil,Year 2,2/28/21,Feb,0:01,8.5
A09,3,Native Soil,Year 2,2/28/21,Feb,4:01,8.5
A09,3,Native Soil,Year 2,2/28/21,Feb,8:01,11
A09,3,Native Soil,Year 2,2/28/21,Feb,12:01,16.5
A09,3,Native Soil,Year 2,2/28/21,Feb,16:01,14
A09,3,Native Soil,Year 2,2/28/21,Feb,20:01,12.5
A00,1,Litter,Year 2,2/28/21,Feb,0:01,8.5
B13,3,Litter,Year 2,2/28/21,Feb,0:01,9
K06,7,Litter,Year 2,2/28/21,Feb,0:01,8.5
A00,1,Litter,Year 2,2/28/21,Feb,4:01,8.5
B13,3,Litter,Year 2,2/28/21,Feb,4:01,9
K06,7,Litter,Year 2,2/28/21,Feb,4:01,8.5
A00,1,Litter,Year 2,2/28/21,Feb,8:01,11
B13,3,Litter,Year 2,2/28/21,Feb,8:01,10.5
K06,7,Litter,Year 2,2/28/21,Feb,8:01,10.5
A00,1,Litter,Year 2,2/28/21,Feb,12:01,16
B13,3,Litter,Year 2,2/28/21,Feb,12:01,14.5
K06,7,Litter,Year 2,2/28/21,Feb,12:01,16
A00,1,Litter,Year 2,2/28/21,Feb,16:01,13.5
B13,3,Litter,Year 2,2/28/21,Feb,16:01,13.5
K06,7,Litter,Year 2,2/28/21,Feb,16:01,15
A00,1,Litter,Year 2,2/28/21,Feb,20:01,12.5
B13,3,Litter,Year 2,2/28/21,Feb,20:01,12.5
K06,7,Litter,Year 2,2/28/21,Feb,20:01,12.5
B01,1,Control,Year 2,3/1/21,Mar,0:01,12.5
G05,5,Control,Year 2,3/1/21,Mar,0:01,13
B01,1,Control,Year 2,3/1/21,Mar,4:01,13
G05,5,Control,Year 2,3/1/21,Mar,4:01,13
B01,1,Control,Year 2,3/1/21,Mar,8:01,13
G05,5,Control,Year 2,3/1/21,Mar,8:01,13.5
B01,1,Control,Year 2,3/1/21,Mar,12:01,14
G05,5,Control,Year 2,3/1/21,Mar,12:01,14
B01,1,Control,Year 2,3/1/21,Mar,16:01,12
G05,5,Control,Year 2,3/1/21,Mar,16:01,12
B01,1,Control,Year 2,3/1/21,Mar,20:01,10
G05,5,Control,Year 2,3/1/21,Mar,20:01,9.5
A04,1,High Humidity,Year 2,3/1/21,Mar,0:01,12.5
C10,3,High Humidity,Year 2,3/1/21,Mar,0:01,13
L01,7,High Humidity,Year 2,3/1/21,Mar,3:01,12
A04,1,High Humidity,Year 2,3/1/21,Mar,4:01,13
C10,3,High Humidity,Year 2,3/1/21,Mar,4:01,13
L01,7,High Humidity,Year 2,3/1/21,Mar,7:01,12
A04,1,High Humidity,Year 2,3/1/21,Mar,8:01,13.5
C10,3,High Humidity,Year 2,3/1/21,Mar,8:01,13.5
L01,7,High Humidity,Year 2,3/1/21,Mar,11:01,12
A04,1,High Humidity,Year 2,3/1/21,Mar,12:01,14
C10,3,High Humidity,Year 2,3/1/21,Mar,12:01,14
L01,7,High Humidity,Year 2,3/1/21,Mar,15:01,13
A04,1,High Humidity,Year 2,3/1/21,Mar,16:01,11.5
C10,3,High Humidity,Year 2,3/1/21,Mar,16:01,12.5
L01,7,High Humidity,Year 2,3/1/21,Mar,19:01,11.5
A04,1,High Humidity,Year 2,3/1/21,Mar,20:01,9.5
C10,3,High Humidity,Year 2,3/1/21,Mar,20:01,11
L01,7,High Humidity,Year 2,3/1/21,Mar,23:01,10
A09,3,Native Soil,Year 2,3/1/21,Mar,0:01,13
A09,3,Native Soil,Year 2,3/1/21,Mar,4:01,13.5
A09,3,Native Soil,Year 2,3/1/21,Mar,8:01,13.5
A09,3,Native Soil,Year 2,3/1/21,Mar,12:01,14
A09,3,Native Soil,Year 2,3/1/21,Mar,16:01,11.5
A09,3,Native Soil,Year 2,3/1/21,Mar,20:01,9
A00,1,Litter,Year 2,3/1/21,Mar,0:01,12.5
B13,3,Litter,Year 2,3/1/21,Mar,0:01,12.5
K06,7,Litter,Year 2,3/1/21,Mar,0:01,13
A00,1,Litter,Year 2,3/1/21,Mar,4:01,13
B13,3,Litter,Year 2,3/1/21,Mar,4:01,12.5
K06,7,Litter,Year 2,3/1/21,Mar,4:01,13
A00,1,Litter,Year 2,3/1/21,Mar,8:01,13
B13,3,Litter,Year 2,3/1/21,Mar,8:01,13
K06,7,Litter,Year 2,3/1/21,Mar,8:01,13
A00,1,Litter,Year 2,3/1/21,Mar,12:01,13.5
B13,3,Litter,Year 2,3/1/21,Mar,12:01,13.5
K06,7,Litter,Year 2,3/1/21,Mar,12:01,14
A00,1,Litter,Year 2,3/1/21,Mar,16:01,11.5
B13,3,Litter,Year 2,3/1/21,Mar,16:01,12
K06,7,Litter,Year 2,3/1/21,Mar,16:01,12
A00,1,Litter,Year 2,3/1/21,Mar,20:01,9.5
B13,3,Litter,Year 2,3/1/21,Mar,20:01,10
K06,7,Litter,Year 2,3/1/21,Mar,20:01,9.5
B01,1,Control,Year 2,3/2/21,Mar,0:01,8.5
G05,5,Control,Year 2,3/2/21,Mar,0:01,8
B01,1,Control,Year 2,3/2/21,Mar,4:01,7
G05,5,Control,Year 2,3/2/21,Mar,4:01,6.5
B01,1,Control,Year 2,3/2/21,Mar,8:01,10.5
G05,5,Control,Year 2,3/2/21,Mar,8:01,11
B01,1,Control,Year 2,3/2/21,Mar,12:01,13
G05,5,Control,Year 2,3/2/21,Mar,12:01,13.5
B01,1,Control,Year 2,3/2/21,Mar,16:01,9.5
G05,5,Control,Year 2,3/2/21,Mar,16:01,9.5
A04,1,High Humidity,Year 2,3/2/21,Mar,0:01,7.5
C10,3,High Humidity,Year 2,3/2/21,Mar,0:01,9.5
L01,7,High Humidity,Year 2,3/2/21,Mar,3:01,8.5
A04,1,High Humidity,Year 2,3/2/21,Mar,4:01,6
C10,3,High Humidity,Year 2,3/2/21,Mar,4:01,8
L01,7,High Humidity,Year 2,3/2/21,Mar,7:01,7
A04,1,High Humidity,Year 2,3/2/21,Mar,8:01,12
C10,3,High Humidity,Year 2,3/2/21,Mar,8:01,11
L01,7,High Humidity,Year 2,3/2/21,Mar,11:01,9.5
A04,1,High Humidity,Year 2,3/2/21,Mar,12:01,14
C10,3,High Humidity,Year 2,3/2/21,Mar,12:01,13
L01,7,High Humidity,Year 2,3/2/21,Mar,15:01,12
A04,1,High Humidity,Year 2,3/2/21,Mar,16:01,9
C10,3,High Humidity,Year 2,3/2/21,Mar,16:01,11
L01,7,High Humidity,Year 2,3/2/21,Mar,19:01,9.5
A09,3,Native Soil,Year 2,3/2/21,Mar,0:01,7.5
A09,3,Native Soil,Year 2,3/2/21,Mar,4:01,5.5
A09,3,Native Soil,Year 2,3/2/21,Mar,8:01,10.5
A09,3,Native Soil,Year 2,3/2/21,Mar,12:01,13.5
A09,3,Native Soil,Year 2,3/2/21,Mar,16:01,9
A00,1,Litter,Year 2,3/2/21,Mar,0:01,8
B13,3,Litter,Year 2,3/2/21,Mar,0:01,9
K06,7,Litter,Year 2,3/2/21,Mar,0:01,7.5
A00,1,Litter,Year 2,3/2/21,Mar,4:01,6.5
B13,3,Litter,Year 2,3/2/21,Mar,4:01,7.5
K06,7,Litter,Year 2,3/2/21,Mar,4:01,5.5
A00,1,Litter,Year 2,3/2/21,Mar,8:01,11
B13,3,Litter,Year 2,3/2/21,Mar,8:01,10
K06,7,Litter,Year 2,3/2/21,Mar,8:01,10.5
A00,1,Litter,Year 2,3/2/21,Mar,12:01,13.5
B13,3,Litter,Year 2,3/2/21,Mar,12:01,12
K06,7,Litter,Year 2,3/2/21,Mar,12:01,13.5
A00,1,Litter,Year 2,3/2/21,Mar,16:01,9
B13,3,Litter,Year 2,3/2/21,Mar,16:01,9.5
K06,7,Litter,Year 2,3/2/21,Mar,16:01,9
D13,3,Control,Year 3,5/14/21,Start,16:01,25
K04,7,Control,Year 3,5/14/21,Start,16:01,22
D13,3,Control,Year 3,5/14/21,Start,20:01,18.5
K04,7,Control,Year 3,5/14/21,Start,20:01,18
A04,1,High Humidity,Year 3,5/14/21,Start,16:01,28
C10,3,High Humidity,Year 3,5/14/21,Start,16:01,27.5
I07,5,High Humidity,Year 3,5/14/21,Start,16:01,25.5
A04,1,High Humidity,Year 3,5/14/21,Start,20:01,17.5
C10,3,High Humidity,Year 3,5/14/21,Start,20:01,19
I07,5,High Humidity,Year 3,5/14/21,Start,20:01,17.5
D02,1,Native Soil,Year 3,5/14/21,Start,16:01,29.5
L07,7,Native Soil,Year 3,5/14/21,Start,16:01,27
D02,1,Native Soil,Year 3,5/14/21,Start,20:01,19.5
L07,7,Native Soil,Year 3,5/14/21,Start,20:01,20
A00,1,Litter,Year 3,5/14/21,Start,16:01,22.5
B13,3,Litter,Year 3,5/14/21,Start,16:01,25.5
H06,5,Litter,Year 3,5/14/21,Start,16:01,21
A00,1,Litter,Year 3,5/14/21,Start,20:01,17
B13,3,Litter,Year 3,5/14/21,Start,20:01,18
H06,5,Litter,Year 3,5/14/21,Start,20:01,18
D13,3,Control,Year 3,5/15/21,Start,0:01,14
K04,7,Control,Year 3,5/15/21,Start,0:01,15
D13,3,Control,Year 3,5/15/21,Start,4:01,12.5
K04,7,Control,Year 3,5/15/21,Start,4:01,14
D13,3,Control,Year 3,5/15/21,Start,8:01,14
K04,7,Control,Year 3,5/15/21,Start,8:01,14
D13,3,Control,Year 3,5/15/21,Start,12:01,25.5
K04,7,Control,Year 3,5/15/21,Start,12:01,20.5
D13,3,Control,Year 3,5/15/21,Start,16:01,29
K04,7,Control,Year 3,5/15/21,Start,16:01,25.5
D13,3,Control,Year 3,5/15/21,Start,20:01,20
K04,7,Control,Year 3,5/15/21,Start,20:01,19
A04,1,High Humidity,Year 3,5/15/21,Start,0:01,13.5
C10,3,High Humidity,Year 3,5/15/21,Start,0:01,15
I07,5,High Humidity,Year 3,5/15/21,Start,0:01,14.5
A04,1,High Humidity,Year 3,5/15/21,Start,4:01,12.5
C10,3,High Humidity,Year 3,5/15/21,Start,4:01,13.5
I07,5,High Humidity,Year 3,5/15/21,Start,4:01,13.5
A04,1,High Humidity,Year 3,5/15/21,Start,8:01,14.5
C10,3,High Humidity,Year 3,5/15/21,Start,8:01,16
I07,5,High Humidity,Year 3,5/15/21,Start,8:01,15
A04,1,High Humidity,Year 3,5/15/21,Start,12:01,27.5
C10,3,High Humidity,Year 3,5/15/21,Start,12:01,31
I07,5,High Humidity,Year 3,5/15/21,Start,12:01,22
A04,1,High Humidity,Year 3,5/15/21,Start,16:01,33.5
C10,3,High Humidity,Year 3,5/15/21,Start,16:01,32.5
I07,5,High Humidity,Year 3,5/15/21,Start,16:01,34
A04,1,High Humidity,Year 3,5/15/21,Start,20:01,19.5
C10,3,High Humidity,Year 3,5/15/21,Start,20:01,20.5
I07,5,High Humidity,Year 3,5/15/21,Start,20:01,19.5
D02,1,Native Soil,Year 3,5/15/21,Start,0:01,14
L07,7,Native Soil,Year 3,5/15/21,Start,0:01,15.5
D02,1,Native Soil,Year 3,5/15/21,Start,4:01,12
L07,7,Native Soil,Year 3,5/15/21,Start,4:01,13.5
D02,1,Native Soil,Year 3,5/15/21,Start,8:01,13
L07,7,Native Soil,Year 3,5/15/21,Start,8:01,14
D02,1,Native Soil,Year 3,5/15/21,Start,12:01,26
L07,7,Native Soil,Year 3,5/15/21,Start,12:01,25
D02,1,Native Soil,Year 3,5/15/21,Start,16:01,35.5
L07,7,Native Soil,Year 3,5/15/21,Start,16:01,33
D02,1,Native Soil,Year 3,5/15/21,Start,20:01,21.5
L07,7,Native Soil,Year 3,5/15/21,Start,20:01,22.5
A00,1,Litter,Year 3,5/15/21,Start,0:01,14
B13,3,Litter,Year 3,5/15/21,Start,0:01,14.5
H06,5,Litter,Year 3,5/15/21,Start,0:01,16
A00,1,Litter,Year 3,5/15/21,Start,4:01,13
B13,3,Litter,Year 3,5/15/21,Start,4:01,13.5
H06,5,Litter,Year 3,5/15/21,Start,4:01,15
A00,1,Litter,Year 3,5/15/21,Start,8:01,14
B13,3,Litter,Year 3,5/15/21,Start,8:01,15
H06,5,Litter,Year 3,5/15/21,Start,8:01,15
A00,1,Litter,Year 3,5/15/21,Start,12:01,19.5
B13,3,Litter,Year 3,5/15/21,Start,12:01,25
H06,5,Litter,Year 3,5/15/21,Start,12:01,20
A00,1,Litter,Year 3,5/15/21,Start,16:01,27
B13,3,Litter,Year 3,5/15/21,Start,16:01,32.5
H06,5,Litter,Year 3,5/15/21,Start,16:01,22.5
A00,1,Litter,Year 3,5/15/21,Start,20:01,18.5
B13,3,Litter,Year 3,5/15/21,Start,20:01,19
H06,5,Litter,Year 3,5/15/21,Start,20:01,19
D13,3,Control,Year 3,5/16/21,Start,0:01,15.5
K04,7,Control,Year 3,5/16/21,Start,0:01,16
D13,3,Control,Year 3,5/16/21,Start,4:01,14
K04,7,Control,Year 3,5/16/21,Start,4:01,15
D13,3,Control,Year 3,5/16/21,Start,8:01,15.5
K04,7,Control,Year 3,5/16/21,Start,8:01,15.5
D13,3,Control,Year 3,5/16/21,Start,12:01,19.5
K04,7,Control,Year 3,5/16/21,Start,12:01,17.5
D13,3,Control,Year 3,5/16/21,Start,16:01,22.5
K04,7,Control,Year 3,5/16/21,Start,16:01,19.5
D13,3,Control,Year 3,5/16/21,Start,20:01,19
K04,7,Control,Year 3,5/16/21,Start,20:01,18
A04,1,High Humidity,Year 3,5/16/21,Start,0:01,15
C10,3,High Humidity,Year 3,5/16/21,Start,0:01,16.5
I07,5,High Humidity,Year 3,5/16/21,Start,0:01,15.5
A04,1,High Humidity,Year 3,5/16/21,Start,4:01,13.5
C10,3,High Humidity,Year 3,5/16/21,Start,4:01,15
I07,5,High Humidity,Year 3,5/16/21,Start,4:01,14
A04,1,High Humidity,Year 3,5/16/21,Start,8:01,16
C10,3,High Humidity,Year 3,5/16/21,Start,8:01,17
I07,5,High Humidity,Year 3,5/16/21,Start,8:01,16
A04,1,High Humidity,Year 3,5/16/21,Start,12:01,20
C10,3,High Humidity,Year 3,5/16/21,Start,12:01,21
I07,5,High Humidity,Year 3,5/16/21,Start,12:01,19
A04,1,High Humidity,Year 3,5/16/21,Start,16:01,23
C10,3,High Humidity,Year 3,5/16/21,Start,16:01,23.5
I07,5,High Humidity,Year 3,5/16/21,Start,16:01,22
A04,1,High Humidity,Year 3,5/16/21,Start,20:01,18.5
C10,3,High Humidity,Year 3,5/16/21,Start,20:01,19.5
I07,5,High Humidity,Year 3,5/16/21,Start,20:01,18
D02,1,Native Soil,Year 3,5/16/21,Start,0:01,15.5
L07,7,Native Soil,Year 3,5/16/21,Start,0:01,17
D02,1,Native Soil,Year 3,5/16/21,Start,4:01,13.5
L07,7,Native Soil,Year 3,5/16/21,Start,4:01,15
D02,1,Native Soil,Year 3,5/16/21,Start,8:01,14.5
L07,7,Native Soil,Year 3,5/16/21,Start,8:01,15.5
D02,1,Native Soil,Year 3,5/16/21,Start,12:01,18.5
L07,7,Native Soil,Year 3,5/16/21,Start,12:01,19
D02,1,Native Soil,Year 3,5/16/21,Start,16:01,22.5
L07,7,Native Soil,Year 3,5/16/21,Start,16:01,22
D02,1,Native Soil,Year 3,5/16/21,Start,20:01,19
L07,7,Native Soil,Year 3,5/16/21,Start,20:01,19.5
A00,1,Litter,Year 3,5/16/21,Start,0:01,15.5
B13,3,Litter,Year 3,5/16/21,Start,0:01,16
H06,5,Litter,Year 3,5/16/21,Start,0:01,17
A00,1,Litter,Year 3,5/16/21,Start,4:01,14
B13,3,Litter,Year 3,5/16/21,Start,4:01,14.5
H06,5,Litter,Year 3,5/16/21,Start,4:01,16
A00,1,Litter,Year 3,5/16/21,Start,8:01,15.5
B13,3,Litter,Year 3,5/16/21,Start,8:01,16
H06,5,Litter,Year 3,5/16/21,Start,8:01,16
A00,1,Litter,Year 3,5/16/21,Start,12:01,18
B13,3,Litter,Year 3,5/16/21,Start,12:01,19
H06,5,Litter,Year 3,5/16/21,Start,12:01,18
A00,1,Litter,Year 3,5/16/21,Start,16:01,20.5
B13,3,Litter,Year 3,5/16/21,Start,16:01,22
H06,5,Litter,Year 3,5/16/21,Start,16:01,19
A00,1,Litter,Year 3,5/16/21,Start,20:01,17.5
B13,3,Litter,Year 3,5/16/21,Start,20:01,18.5
H06,5,Litter,Year 3,5/16/21,Start,20:01,18
D13,3,Control,Year 3,5/17/21,Start,0:01,17.5
K04,7,Control,Year 3,5/17/21,Start,0:01,17
D13,3,Control,Year 3,5/17/21,Start,4:01,16.5
K04,7,Control,Year 3,5/17/21,Start,4:01,16.5
D13,3,Control,Year 3,5/17/21,Start,8:01,17
K04,7,Control,Year 3,5/17/21,Start,8:01,16.5
D13,3,Control,Year 3,5/17/21,Start,12:01,25
K04,7,Control,Year 3,5/17/21,Start,12:01,21
D13,3,Control,Year 3,5/17/21,Start,16:01,26
K04,7,Control,Year 3,5/17/21,Start,16:01,23
D13,3,Control,Year 3,5/17/21,Start,20:01,20
K04,7,Control,Year 3,5/17/21,Start,20:01,19
A04,1,High Humidity,Year 3,5/17/21,Start,0:01,17
C10,3,High Humidity,Year 3,5/17/21,Start,0:01,18
I07,5,High Humidity,Year 3,5/17/21,Start,0:01,17
A04,1,High Humidity,Year 3,5/17/21,Start,4:01,16
C10,3,High Humidity,Year 3,5/17/21,Start,4:01,17
I07,5,High Humidity,Year 3,5/17/21,Start,4:01,16.5
A04,1,High Humidity,Year 3,5/17/21,Start,8:01,16.5
C10,3,High Humidity,Year 3,5/17/21,Start,8:01,17.5
I07,5,High Humidity,Year 3,5/17/21,Start,8:01,16.5
A04,1,High Humidity,Year 3,5/17/21,Start,12:01,25.5
C10,3,High Humidity,Year 3,5/17/21,Start,12:01,27.5
I07,5,High Humidity,Year 3,5/17/21,Start,12:01,22.5
A04,1,High Humidity,Year 3,5/17/21,Start,16:01,25.5
C10,3,High Humidity,Year 3,5/17/21,Start,16:01,27.5
I07,5,High Humidity,Year 3,5/17/21,Start,16:01,25
A04,1,High Humidity,Year 3,5/17/21,Start,20:01,18.5
C10,3,High Humidity,Year 3,5/17/21,Start,20:01,20.5
I07,5,High Humidity,Year 3,5/17/21,Start,20:01,19.5
D02,1,Native Soil,Year 3,5/17/21,Start,0:01,16.5
L07,7,Native Soil,Year 3,5/17/21,Start,0:01,17.5
D02,1,Native Soil,Year 3,5/17/21,Start,4:01,16
L07,7,Native Soil,Year 3,5/17/21,Start,4:01,16.5
D02,1,Native Soil,Year 3,5/17/21,Start,8:01,16
L07,7,Native Soil,Year 3,5/17/21,Start,8:01,16.5
D02,1,Native Soil,Year 3,5/17/21,Start,12:01,24.5
L07,7,Native Soil,Year 3,5/17/21,Start,12:01,23.5
D02,1,Native Soil,Year 3,5/17/21,Start,16:01,27.5
L07,7,Native Soil,Year 3,5/17/21,Start,16:01,27
D02,1,Native Soil,Year 3,5/17/21,Start,20:01,20
L07,7,Native Soil,Year 3,5/17/21,Start,20:01,20.5
A00,1,Litter,Year 3,5/17/21,Start,0:01,16.5
B13,3,Litter,Year 3,5/17/21,Start,0:01,17
H06,5,Litter,Year 3,5/17/21,Start,0:01,17
A00,1,Litter,Year 3,5/17/21,Start,4:01,16
B13,3,Litter,Year 3,5/17/21,Start,4:01,16.5
H06,5,Litter,Year 3,5/17/21,Start,4:01,17
A00,1,Litter,Year 3,5/17/21,Start,8:01,16
B13,3,Litter,Year 3,5/17/21,Start,8:01,16.5
H06,5,Litter,Year 3,5/17/21,Start,8:01,17
A00,1,Litter,Year 3,5/17/21,Start,12:01,21.5
B13,3,Litter,Year 3,5/17/21,Start,12:01,24
H06,5,Litter,Year 3,5/17/21,Start,12:01,21
A00,1,Litter,Year 3,5/17/21,Start,16:01,23.5
B13,3,Litter,Year 3,5/17/21,Start,16:01,25
H06,5,Litter,Year 3,5/17/21,Start,16:01,22
A00,1,Litter,Year 3,5/17/21,Start,20:01,18.5
B13,3,Litter,Year 3,5/17/21,Start,20:01,19
H06,5,Litter,Year 3,5/17/21,Start,20:01,19
D13,3,Control,Year 3,5/18/21,Start,0:01,18.5
K04,7,Control,Year 3,5/18/21,Start,0:01,17.5
D13,3,Control,Year 3,5/18/21,Start,4:01,16.5
K04,7,Control,Year 3,5/18/21,Start,4:01,17
D13,3,Control,Year 3,5/18/21,Start,8:01,17.5
K04,7,Control,Year 3,5/18/21,Start,8:01,17
D13,3,Control,Year 3,5/18/21,Start,12:01,25.5
K04,7,Control,Year 3,5/18/21,Start,12:01,21.5
D13,3,Control,Year 3,5/18/21,Start,16:01,26.5
K04,7,Control,Year 3,5/18/21,Start,16:01,22.5
D13,3,Control,Year 3,5/18/21,Start,20:01,21
K04,7,Control,Year 3,5/18/21,Start,20:01,19.5
A04,1,High Humidity,Year 3,5/18/21,Start,0:01,17.5
C10,3,High Humidity,Year 3,5/18/21,Start,0:01,19
I07,5,High Humidity,Year 3,5/18/21,Start,0:01,18
A04,1,High Humidity,Year 3,5/18/21,Start,4:01,16
C10,3,High Humidity,Year 3,5/18/21,Start,4:01,17
I07,5,High Humidity,Year 3,5/18/21,Start,4:01,16.5
A04,1,High Humidity,Year 3,5/18/21,Start,8:01,17
C10,3,High Humidity,Year 3,5/18/21,Start,8:01,18
I07,5,High Humidity,Year 3,5/18/21,Start,8:01,17.5
A04,1,High Humidity,Year 3,5/18/21,Start,12:01,26
C10,3,High Humidity,Year 3,5/18/21,Start,12:01,27.5
I07,5,High Humidity,Year 3,5/18/21,Start,12:01,23.5
A04,1,High Humidity,Year 3,5/18/21,Start,16:01,26
C10,3,High Humidity,Year 3,5/18/21,Start,16:01,27.5
I07,5,High Humidity,Year 3,5/18/21,Start,16:01,25.5
A04,1,High Humidity,Year 3,5/18/21,Start,20:01,20.5
C10,3,High Humidity,Year 3,5/18/21,Start,20:01,21.5
I07,5,High Humidity,Year 3,5/18/21,Start,20:01,20.5
D02,1,Native Soil,Year 3,5/18/21,Start,0:01,18
L07,7,Native Soil,Year 3,5/18/21,Start,0:01,18.5
D02,1,Native Soil,Year 3,5/18/21,Start,4:01,16.5
L07,7,Native Soil,Year 3,5/18/21,Start,4:01,17
D02,1,Native Soil,Year 3,5/18/21,Start,8:01,17
L07,7,Native Soil,Year 3,5/18/21,Start,8:01,17.5
D02,1,Native Soil,Year 3,5/18/21,Start,12:01,25.5
L07,7,Native Soil,Year 3,5/18/21,Start,12:01,24.5
D02,1,Native Soil,Year 3,5/18/21,Start,16:01,27
L07,7,Native Soil,Year 3,5/18/21,Start,16:01,26.5
D02,1,Native Soil,Year 3,5/18/21,Start,20:01,21.5
L07,7,Native Soil,Year 3,5/18/21,Start,20:01,22
A00,1,Litter,Year 3,5/18/21,Start,0:01,17
B13,3,Litter,Year 3,5/18/21,Start,0:01,18
H06,5,Litter,Year 3,5/18/21,Start,0:01,18
A00,1,Litter,Year 3,5/18/21,Start,4:01,16
B13,3,Litter,Year 3,5/18/21,Start,4:01,16.5
H06,5,Litter,Year 3,5/18/21,Start,4:01,17.5
A00,1,Litter,Year 3,5/18/21,Start,8:01,17
B13,3,Litter,Year 3,5/18/21,Start,8:01,17.5
H06,5,Litter,Year 3,5/18/21,Start,8:01,17.5
A00,1,Litter,Year 3,5/18/21,Start,12:01,22
B13,3,Litter,Year 3,5/18/21,Start,12:01,24.5
H06,5,Litter,Year 3,5/18/21,Start,12:01,21
A00,1,Litter,Year 3,5/18/21,Start,16:01,23
B13,3,Litter,Year 3,5/18/21,Start,16:01,24.5
H06,5,Litter,Year 3,5/18/21,Start,16:01,22
A00,1,Litter,Year 3,5/18/21,Start,20:01,19
B13,3,Litter,Year 3,5/18/21,Start,20:01,19.5
H06,5,Litter,Year 3,5/18/21,Start,20:01,19.5
D13,3,Control,Year 3,5/19/21,Start,0:01,17
K04,7,Control,Year 3,5/19/21,Start,0:01,17
D13,3,Control,Year 3,5/19/21,Start,4:01,15.5
