Year,Block,PopId,RILSet,Dormancy,Envt,IndivID,BandColor,Fruits
2,8,L_11,IS,Dormant,Control,10,orange-purple,15
2,8,L_11,IS,Dormant,Control,12,yellow-pink,9
2,8,L_11,IS,Dormant,Control,14,blue-pink,9
2,8,L_11,IS,Dormant,Control,16,blue-yellow,4
2,8,L_11,IS,Dormant,Control,1,blue,0
2,8,L_11,IS,Dormant,Control,2.1,green,0
2,8,L_11,IS,Dormant,Control,2.2,green,0
2,8,L_11,IS,Dormant,Control,3,purple,0
2,8,L_11,IS,Dormant,Control,4,yellow,0
2,8,L_11,IS,Dormant,Control,5.1,orange,0
2,8,L_11,IS,Dormant,Control,6,pink,0
2,8,L_11,IS,Dormant,Control,7.1,blue-purple,0
2,8,L_11,IS,Dormant,Control,7.2,blue-purple,0
2,8,L_11,IS,Dormant,Control,8,pink-purple,0
2,8,L_11,IS,Dormant,Control,9,green-purple,0
1,8,M_11,IS,Mixed,Litter,1,blue,0
1,8,M_11,IS,Mixed,Litter,2,orange,0
1,8,M_11,IS,Mixed,Litter,NA,NA,NA
1,8,M_11,IS,Mixed,Litter,NA,NA,0
1,8,M_11,IS,Mixed,Litter,NA,NA,0
1,8,M_11,IS,Mixed,Litter,NA,NA,0
1,8,M_11,IS,Mixed,Litter,NA,NA,0
1,8,M_11,IS,Mixed,Litter,NA,NA,0
1,8,M_11,IS,Mixed,Litter,NA,NA,0
1,8,M_11,IS,Mixed,Litter,NA,NA,0
1,8,M_11,IS,Mixed,Litter,NA,NA,0
1,8,M_11,IS,Mixed,Litter,NA,NA,0
1,8,M_11,IS,Mixed,Litter,NA,NA,0
1,8,M_11,IS,Mixed,Litter,NA,NA,0
1,8,M_11,IS,Mixed,Litter,NA,NA,0
2,8,M_11,IS,Mixed,Litter,NA,NA,0
2,8,M_11,IS,Mixed,Litter,NA,NA,0
2,8,M_11,IS,Mixed,Litter,NA,NA,0
2,8,M_11,IS,Mixed,Litter,NA,NA,0
2,8,M_11,IS,Mixed,Litter,NA,NA,0
2,8,M_11,IS,Mixed,Litter,NA,NA,0
2,8,M_11,IS,Mixed,Litter,NA,NA,0
2,8,M_11,IS,Mixed,Litter,NA,NA,0
2,8,M_11,IS,Mixed,Litter,NA,NA,0
2,8,M_11,IS,Mixed,Litter,NA,NA,0
2,8,M_11,IS,Mixed,Litter,NA,NA,0
2,8,M_11,IS,Mixed,Litter,NA,NA,0
2,8,M_11,IS,Mixed,Litter,NA,NA,0
2,8,M_11,IS,Mixed,Litter,NA,NA,0
2,8,M_11,IS,Mixed,Litter,NA,NA,0
2,8,M_11,IS,Mixed,Litter,NA,NA,0
2,8,M_11,IS,Mixed,Litter,NA,NA,0
2,8,M_11,IS,Mixed,Litter,NA,NA,0
2,8,M_11,IS,Mixed,Litter,NA,NA,0
2,8,M_11,IS,Mixed,Litter,NA,NA,0
2,8,M_12,IS,Non-Dormant,Native Soil,NA,NA,NA
2,8,M_12,IS,Non-Dormant,Native Soil,NA,NA,NA
2,8,M_12,IS,Non-Dormant,Native Soil,NA,NA,NA
2,8,M_12,IS,Non-Dormant,Native Soil,NA,NA,0
2,8,M_12,IS,Non-Dormant,Native Soil,NA,NA,0
2,8,M_12,IS,Non-Dormant,Native Soil,NA,NA,0
2,8,M_12,IS,Non-Dormant,Native Soil,NA,NA,0
2,8,M_12,IS,Non-Dormant,Native Soil,NA,NA,0
2,8,M_12,IS,Non-Dormant,Native Soil,NA,NA,0
2,8,M_12,IS,Non-Dormant,Native Soil,NA,NA,0
2,8,M_12,IS,Non-Dormant,Native Soil,NA,NA,0
2,8,M_12,IS,Non-Dormant,Native Soil,NA,NA,0
2,8,M_12,IS,Non-Dormant,Native Soil,NA,NA,0
2,8,M_12,IS,Non-Dormant,Native Soil,NA,NA,0
2,8,M_12,IS,Non-Dormant,Native Soil,NA,NA,0
2,8,M_12,IS,Non-Dormant,Native Soil,NA,NA,0
2,8,M_12,IS,Non-Dormant,Native Soil,NA,NA,0
2,8,M_12,IS,Non-Dormant,Native Soil,NA,NA,0
2,8,M_12,IS,Non-Dormant,Native Soil,NA,NA,0
2,8,M_12,IS,Non-Dormant,Native Soil,NA,NA,0
1,8,M_13,IS,Mixed,Native Soil,2,purple,10
1,8,M_13,IS,Mixed,Native Soil,3,pink,47
1,8,M_13,IS,Mixed,Native Soil,4,blue,6
1,8,M_13,IS,Mixed,Native Soil,5,yellow,10
1,8,M_13,IS,Mixed,Native Soil,6,orange,3
1,8,M_13,IS,Mixed,Native Soil,7,orange-yellow,85
2,8,M_13,IS,Mixed,Native Soil,1,blue,12
2,8,M_13,IS,Mixed,Native Soil,2,unmarked,15
2,8,M_13,IS,Mixed,Native Soil,3,unmarked,1
2,8,M_13,IS,Mixed,Native Soil,4,unmarked,21
2,8,M_13,IS,Mixed,Native Soil,5,unmarked,20
2,8,M_13,IS,Mixed,Native Soil,6,unmarked,3
2,8,M_13,IS,Mixed,Native Soil,7,unmarked,3
2,8,M_13,IS,Mixed,Native Soil,8,unmarked,4
2,8,M_13,IS,Mixed,Native Soil,9,unmarked,17
2,8,M_13,IS,Mixed,Native Soil,10,unmarked,4
2,8,M_13,IS,Mixed,Native Soil,11,unmarked,2
2,8,M_13,IS,Mixed,Native Soil,NA,NA,0
2,8,M_13,IS,Mixed,Native Soil,NA,NA,0
2,8,M_13,IS,Mixed,Native Soil,NA,NA,0
2,8,M_13,IS,Mixed,Native Soil,NA,NA,0
2,8,M_13,IS,Mixed,Native Soil,NA,NA,0
2,8,M_13,IS,Mixed,Native Soil,NA,NA,0
1,8,M_9,IS,Mixed,Control,4,green,15
1,8,M_9,IS,Mixed,Control,8,orange-green,18
1,8,M_9,IS,Mixed,Control,10,pink-yellow,65
1,8,M_9,IS,Mixed,Control,1.1,purple,0
1,8,M_9,IS,Mixed,Control,1.2,purple,0
1,8,M_9,IS,Mixed,Control,2.1,yellow,0
2,8,M_9,IS,Mixed,Control,3,blue,15
2,8,M_9,IS,Mixed,Control,4,purple,10
2,8,M_9,IS,Mixed,Control,5,green,2
2,8,M_9,IS,Mixed,Control,6,yellow,18
2,8,M_9,IS,Mixed,Control,7,orange-pink,6
2,8,M_9,IS,Mixed,Control,8,orange-blue,6
2,8,M_9,IS,Mixed,Control,9,orange-purple,2
2,8,M_9,IS,Mixed,Control,10,unmarked,4
2,8,M_9,IS,Mixed,Control,11,unmarked,8
2,8,M_9,IS,Mixed,Control,12,unmarked,3
2,8,M_9,IS,Mixed,Control,1,orange,0
2,8,M_9,IS,Mixed,Control,2,pink,0
2,8,M_9,IS,Mixed,Control,NA,NA,0
2,8,M_9,IS,Mixed,Control,NA,NA,0
2,8,M_9,IS,Mixed,Control,NA,NA,0
2,8,M_9,IS,Mixed,Control,NA,NA,0
2,8,M_9,IS,Mixed,Control,NA,NA,0
2,8,M_9,IS,Mixed,Control,NA,NA,0
2,8,M_9,IS,Mixed,Control,NA,NA,0
2,1,A_0,IS,Dormant,Litter,NA,NA,0
2,1,A_0,IS,Dormant,Litter,NA,NA,0
2,1,A_0,IS,Dormant,Litter,NA,NA,0
2,1,A_0,IS,Dormant,Litter,NA,NA,0
2,1,A_0,IS,Dormant,Litter,NA,NA,0
2,1,A_0,IS,Dormant,Litter,NA,NA,0
2,1,A_0,IS,Dormant,Litter,NA,NA,0
2,1,A_0,IS,Dormant,Litter,NA,NA,0
2,1,A_0,IS,Dormant,Litter,NA,NA,0
2,1,A_0,IS,Dormant,Litter,NA,NA,0
2,1,A_0,IS,Dormant,Litter,NA,NA,0
2,1,A_0,IS,Dormant,Litter,NA,NA,0
2,1,A_0,IS,Dormant,Litter,NA,NA,0
2,1,A_0,IS,Dormant,Litter,NA,NA,0
2,1,A_0,IS,Dormant,Litter,NA,NA,0
2,1,A_0,IS,Dormant,Litter,NA,NA,0
1,6,F_9,IS,NonDorm,Control,NA,NA,0
1,6,F_9,IS,NonDorm,Control,NA,NA,0
1,6,F_9,IS,NonDorm,Control,NA,NA,0
1,6,F_9,IS,NonDorm,Control,NA,NA,0
1,6,F_9,IS,NonDorm,Control,NA,NA,0
